block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_49452,0,6,0,0,SOUTHRIDGE VIA SE 5TH,56323,178.0.1,690262,
a_49453,0,6,0,0,SOUTHRIDGE VIA SE 5TH,56323,178.0.1,690265,
a_49455,0,6,0,0,SOUTHRIDGE VIA SE 5TH,56323,178.0.1,690264,
a_49454,0,6,0,0,SOUTHRIDGE VIA SE 5TH,56323,178.0.1,690267,
a_49452,0,6,0,0,SOUTHRIDGE VIA SE 5TH,56323,178.0.1,690266,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717782,
b_50058,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714858,
b_50055,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714851,
b_50056,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714850,
b_50058,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714853,
b_50256,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714852,
b_50056,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714855,
b_50057,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714854,
b_50256,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714857,
b_50055,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714856,
b_49933,0,15,0,1,DART CENTRAL STATION,57068,180.0.3,714211,
b_50110,0,3,0,0,VALLEY WEST MALL,57129,180.0.1,715838,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717783,
a_49458,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690711,
a_49412,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689159,
a_49329,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689158,
a_49457,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690710,
a_49412,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689155,
a_49329,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689154,
a_49330,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689157,
a_49411,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689156,
a_49412,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689151,
a_49457,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690713,
a_49330,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689153,
a_49411,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689152,
a_49453,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690315,
a_49303,0,10,0,0,PLEASANT HILL,56153,178.0.1,687888,
a_49454,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690317,
a_49457,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690712,
a_49452,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690311,
a_49453,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690310,
a_49451,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690313,
a_49454,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690312,
a_49457,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690715,
a_49455,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690319,
a_49451,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690318,
a_49458,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690714,
b_50185,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.1,718251,
b_50253,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.1,718264,
a_49493,0,92,0,1,HICKMAN EXPRESS,56406,178.0.1,690913,
a_49323,0,92,0,0,HICKMAN EXPRESS,56405,178.142.1,690911,
a_49458,0,7,0,0,SOUTHRIDGE MALL,56363,178.0.2,690716,
a_49469,0,92,0,1,HICKMAN EXPRESS,56407,178.142.1,690916,
a_49338,0,92,0,1,HICKMAN EXPRESS,56409,178.0.1,690915,
a_49323,0,92,0,1,HICKMAN EXPRESS,56406,178.0.1,690914,
a_49457,0,7,0,1,DART CENTRAL STATION,56368,178.0.2,690719,
b_50086,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.3,718312,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688178,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688179,
b_49986,0,5,0,0,JOHNSTON,57148,180.0.1,717907,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688176,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688177,
b_50255,0,15,0,0,PARK FAIR MALL,57064,180.0.2,714178,
a_49351,0,15,0,1,DART CENTRAL STATION,56203,178.142.1,688171,
a_49352,0,15,0,1,DART CENTRAL STATION,56203,178.142.1,688173,
a_49334,0,52,0,1,DART CENTRAL STATION,56313,178.0.2,690166,
b_50252,0,1,0,1,DART CENTRAL STATION,57016,180.0.1,711330,
a_49350,0,16,0,0,MERLE HAY MALL,56224,178.0.1,688778,
a_49374,0,16,0,0,MERLE HAY MALL,56224,178.0.1,688776,
a_49374,0,16,0,0,MERLE HAY MALL,56224,178.0.1,688777,
a_49350,0,16,0,0,MERLE HAY MALL,56224,178.0.1,688774,
a_49374,0,16,0,0,MERLE HAY MALL,56224,178.0.1,688775,
a_49375,0,16,0,0,MERLE HAY MALL,56224,178.142.1,688772,
a_49354,0,16,0,0,MERLE HAY MALL,56224,178.0.1,688773,
b_49934,0,15,0,1,DART CENTRAL STATION,57068,180.0.3,714216,
b_50215,0,72,0,1,VALLEY WEST MALL,57198,180.0.2,718733,
b_49933,0,15,0,1,DART CENTRAL STATION,57068,180.0.3,714215,
b_49931,0,1,0,1,DART CENTRAL STATION,57013,180.0.2,711379,
b_50255,0,15,0,1,DART CENTRAL STATION,57068,180.0.2,714179,
b_49934,0,15,0,1,DART CENTRAL STATION,57068,180.0.3,714214,
b_50215,0,72,0,1,VALLEY WEST MALL,57198,180.0.2,718735,
b_50196,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.2,718445,
b_50031,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714088,
b_50074,0,17,0,1,DART CENTRAL STATION,57110,180.0.3,715061,
b_50192,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.3,718310,
b_50186,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718616,
b_50186,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.1,718185,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717787,
b_50214,0,72,0,1,VALLEY WEST MALL,57198,180.0.2,718739,
b_50195,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718348,
b_50245,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714122,
b_49934,0,15,0,1,DART CENTRAL STATION,57068,180.0.3,714210,
b_50194,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718345,
b_50165,0,5,0,0,JOHNSTON,57148,180.0.3,717974,
b_50195,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718344,
b_50186,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718611,
b_50184,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718610,
b_50075,0,17,0,1,DART CENTRAL STATION,57106,180.0.3,715067,
b_50196,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.2,718457,
b_50026,0,15,0,1,DART CENTRAL STATION,57066,180.0.1,714107,
b_50195,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718340,
a_49307,0,5,0,0,JOHNSTON,56302,178.0.1,689962,
b_50194,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718343,
b_50186,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.1,718558,
b_50191,0,7,0,1,DART CENTRAL STATION,57194,180.0.2,718659,
b_50185,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718614,
b_49932,0,15,0,1,DART CENTRAL STATION,57068,180.0.2,714194,
a_49293,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687791,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687790,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688194,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688195,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688192,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688193,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688190,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688191,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687799,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687798,
b_50185,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.1,718268,
b_50056,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714835,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688198,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688199,
b_49932,0,15,0,0,PARK FAIR MALL,57064,180.0.2,714169,
b_50057,0,16,0,0,MERLE HAY MALL,57082,180.0.2,714834,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719012,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719013,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719010,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719011,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719016,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719017,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719014,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719015,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719018,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,719019,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715030,
b_50071,0,17,0,1,DART CENTRAL STATION,57110,180.0.2,715031,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715032,
b_50193,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.1,718383,
b_50072,0,17,0,1,DART CENTRAL STATION VIA E 26TH ST,57109,180.0.2,715034,
b_50071,0,17,0,1,DART CENTRAL STATION,57108,180.0.2,715035,
a_49413,0,5,0,0,JOHNSTON,56302,178.0.1,689952,
a_49460,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690468,
a_49463,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690467,
a_49460,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690466,
a_49463,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690465,
a_49460,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690464,
a_49463,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690463,
a_49460,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690462,
a_49463,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690461,
a_49460,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690460,
a_49300,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688220,
a_49300,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688221,
a_49299,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688222,
a_49300,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688223,
a_49299,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688224,
a_49299,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688225,
a_49300,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688226,
a_49299,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688227,
a_49300,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688228,
a_49299,0,15,0,0,PARK FAIR MALL,56197,178.0.2,688229,
b_49934,0,15,0,1,DART CENTRAL STATION,57068,180.0.3,714217,
b_50162,0,5,0,0,JOHNSTON,57148,180.0.2,717950,
b_50163,0,5,0,0,JOHNSTON,57148,180.0.2,717953,
b_50162,0,5,0,0,JOHNSTON,57148,180.0.2,717952,
b_50162,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717955,
b_50162,0,5,0,0,JOHNSTON,57148,180.0.2,717954,
b_50162,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717957,
b_50163,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717956,
b_50162,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717959,
b_50163,0,5,0,1,DART CENTRAL STATION,57149,180.0.2,717958,
b_50217,0,72,0,1,VALLEY WEST MALL,57198,180.0.3,718755,
b_50079,0,5,0,1,DART CENTRAL STATION,57149,180.0.1,717929,
b_50184,0,6,0,0,SOUTHRIDGE VIA SE 14TH,57166,180.0.1,718188,
a_49294,0,1,0,1,DART CENTRAL STATION,56150,178.0.1,687793,
b_50188,0,93,0,0,NW 86TH EXPRESS,57227,180.0.1,718860,
a_49296,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687792,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687795,
b_50113,0,3,0,1,DART CENTRAL STATION,57132,180.0.3,716007,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,718989,
b_50086,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,57168,180.0.3,718318,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687794,
b_50235,0,LINK,0,0,CENTER ST PARK & RIDE,57258,180.0.1,718988,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687797,
b_50185,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718217,
a_49294,0,1,0,1,DART CENTRAL STATION,56145,178.0.1,687796,
a_49437,0,50,0,1,E 42ND STREET,56308,178.0.1,690078,
a_49434,0,50,0,1,E 42ND STREET,56308,178.0.1,690079,
a_49413,0,5,0,1,DART CENTRAL STATION,56303,178.0.1,689979,
a_49429,0,5,0,1,DART CENTRAL STATION,56303,178.0.1,689978,
a_49437,0,50,0,1,E 42ND STREET,56309,178.0.1,690074,
a_49429,0,5,0,1,DART CENTRAL STATION,56303,178.0.1,689976,
a_49413,0,5,0,1,DART CENTRAL STATION,56303,178.0.1,689975,
a_49429,0,5,0,1,DART CENTRAL STATION,56303,178.0.1,689974,
a_49413,0,5,0,1,DART CENTRAL STATION,56303,178.0.1,689973,
a_49437,0,50,0,1,E 42ND STREET,56309,178.0.1,690071,
a_49434,0,50,0,1,E 42ND STREET,56309,178.0.1,690072,
a_49434,0,50,0,1,E 42ND STREET,56309,178.0.1,690073,
b_50186,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718631,
b_49935,0,10,0,1,DART CENTRAL STATION,57019,180.0.1,711427,
b_50188,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718633,
b_50180,0,7,0,1,DART CENTRAL STATION VIA COUNTY LINE,57195,180.0.1,718632,
b_50184,0,7,0,1,DART CENTRAL STATION,57194,180.0.1,718635,
b_50185,0,7,0,1,DART CENTRAL STATION VIA COUNTY LINE,57195,180.0.1,718634,
a_49455,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690678,
a_49452,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690679,
a_49453,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690676,
a_49454,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690677,
a_49452,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690674,
a_49451,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690675,
a_49454,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690672,
a_49455,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690673,
a_49456,0,7,0,1,DART CENTRAL STATION,56368,178.0.1,690670,
b_50060,0,4,0,1,DART CENTRAL STATION,57143,180.0.3,717880,
b_49935,0,10,0,1,DART CENTRAL STATION,57019,180.0.1,711424,
a_49503,0,LINK,0,0,CENTER ST PARK & RIDE,56443,178.0.1,691087,
a_49426,0,4,0,1,DART CENTRAL STATION,56294,178.0.1,689872,
a_49413,0,5,0,0,JOHNSTON,56302,178.0.1,689959,
b_50246,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714069,
b_50059,0,3,0,1,DART CENTRAL STATION,57132,180.0.2,715939,
b_50055,0,3,0,1,DART CENTRAL STATION,57131,180.0.2,715938,
b_50048,0,5,0,0,JOHNSTON,57148,180.142.1,717914,
a_49346,0,17,0,0,ALTOONA VIA E 26TH ST,56246,178.0.1,688998,
a_49390,0,17,0,0,ALTOONA,56245,178.0.1,688999,
a_49390,0,17,0,0,ALTOONA,56245,178.0.1,688996,
a_49392,0,17,0,0,ALTOONA,56245,178.0.1,688997,
a_49392,0,17,0,0,ALTOONA,56245,178.0.1,688994,
a_49346,0,17,0,0,ALTOONA,56245,178.0.1,688995,
a_49390,0,17,0,0,ALTOONA,56245,178.0.1,688992,
a_49390,0,17,0,0,ALTOONA VIA E 26TH ST,56246,178.0.1,688993,
a_49294,0,17,0,0,ALTOONA,56245,178.0.1,688990,
a_49392,0,17,0,0,ALTOONA VIA E 26TH ST,56246,178.0.1,688991,
b_50245,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714064,
b_50027,0,15,0,0,PARK FAIR MALL,57064,180.2.1,714046,
b_50027,0,15,0,0,PARK FAIR MALL,57064,180.142.1,714047,
b_50156,0,4,0,0,SE DELAWARE AVE,57140,180.0.1,717789,
b_50245,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714066,
b_50081,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717779,
b_50027,0,4,0,0,SE DELAWARE AVE,57140,180.0.1,717778,
b_50246,0,15,0,0,PARK FAIR MALL,57064,180.0.1,714067,
a_49426,0,4,0,1,DART CENTRAL STATION,56294,178.0.1,689866,
b_50159,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717771,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717770,
b_50158,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717773,
b_50159,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717772,
b_50159,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717775,
b_50156,0,4,0,0,SE DELAWARE AVE,57140,180.0.1,717774,
b_50194,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.1,718341,
b_50159,0,4,0,0,PARK FAIR MALL,57141,180.0.1,717776,
a_49483,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.2,690788,
a_49482,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.2,690789,
b_50238,0,15,0,1,DART CENTRAL STATION,57065,180.0.1,714109,
b_50191,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.2,718299,
b_50191,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,57169,180.0.2,718298,
a_49319,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690782,
a_49319,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690783,
a_49319,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690780,
a_49319,0,72,0,1,VALLEY WEST MALL,56373,178.0.1,690781,
a_49483,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.2,690786,
a_49483,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.2,690787,
a_49483,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.2,690784,
a_49483,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.2,690785,
b_50166,0,50,0,0,MERLE HAY MALL,57150,180.0.1,717995,
b_50180,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718213,
b_50057,0,3,0,1,DART CENTRAL STATION,57131,180.0.2,715956,
b_50169,0,50,0,0,MERLE HAY MALL,57150,180.0.1,717994,
b_49986,0,5,0,1,DART CENTRAL STATION,57149,180.2.1,717938,
b_50166,0,50,0,0,MERLE HAY MALL,57151,180.0.1,717997,
a_49335,0,52,0,1,DART CENTRAL STATION,56313,178.0.3,690199,
b_50169,0,50,0,0,MERLE HAY MALL,57150,180.0.1,717996,
b_50028,0,15,0,0,PARK FAIR MALL,57064,180.142.1,714103,
a_49392,0,17,0,0,ALTOONA,56245,178.0.1,689014,
a_49390,0,17,0,0,ALTOONA,56245,178.0.1,689015,
a_49392,0,17,0,0,ALTOONA,56245,178.0.1,689016,
a_49346,0,17,0,1,DART CENTRAL STATION,56253,178.142.1,689017,
a_49346,0,17,0,0,ALTOONA,56245,178.0.1,689010,
a_49390,0,17,0,0,ALTOONA,56245,178.0.1,689011,
a_49392,0,17,0,0,ALTOONA,56245,178.0.1,689012,
a_49390,0,17,0,0,ALTOONA,56245,178.0.1,689013,
a_49425,0,4,0,1,DART CENTRAL STATION,56294,178.0.1,689860,
a_49453,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690255,
a_49452,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690256,
a_49454,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690257,
a_49453,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690250,
a_49452,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690251,
a_49454,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690252,
a_49451,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690253,
b_50169,0,50,0,0,MERLE HAY MALL,57150,180.0.1,717992,
a_49451,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690258,
a_49456,0,6,0,0,SOUTHRIDGE VIA SE 14TH,56324,178.0.1,690259,
a_49337,0,52,0,1,DART CENTRAL STATION,56313,178.0.3,690198,
a_49439,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690096,
a_49430,0,5,0,0,JOHNSTON,56302,178.0.2,690005,
a_49437,0,50,0,1,E 42ND STREET,56309,178.0.1,690094,
a_49329,0,52,0,0,JORDAN CREEK TOWN CENTER,56310,178.0.1,690095,
a_49435,0,50,0,1,E 42ND STREET,56309,178.0.1,690092,
a_49436,0,50,0,1,E 42ND STREET,56309,178.0.1,690093,
a_49435,0,50,0,1,E 42ND STREET,56308,178.0.1,690090,
a_49412,0,3,0,1,DART CENTRAL STATION,56281,178.0.1,689213,
b_49934,0,15,0,0,PARK FAIR MALL,57064,180.0.3,714198,
a_49484,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.3,690812,
b_50217,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718743,
b_50217,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718742,
b_50216,0,72,0,0,JORDAN CREEK TOWN CENTER,57196,180.0.3,718745,
a_49430,0,5,0,0,JOHNSTON,56302,178.0.2,690007,
a_49440,0,52,0,0,JORDAN CREEK TOWN CENTER,56311,178.0.1,690098,
a_49484,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.3,690813,
b_50055,0,3,0,1,DART CENTRAL STATION,57131,180.0.2,715954,
a_49431,0,5,0,0,JOHNSTON,56302,178.0.2,690006,
a_49484,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.3,690810,
b_50196,0,60,0,1,UNIVERSITY/INGERSOLL,57172,180.0.2,718448,
a_49430,0,5,0,0,JOHNSTON,56302,178.0.2,690001,
a_49484,0,72,0,0,JORDAN CREEK TOWN CENTER,56372,178.0.3,690811,
b_50161,0,5,0,1,DART CENTRAL STATION,57149,180.0.1,717921,
a_49431,0,5,0,0,JOHNSTON,56302,178.0.2,690000,
a_49430,0,5,0,0,JOHNSTON,56302,178.0.2,690003,
a_49431,0,5,0,0,JOHNSTON,56302,178.0.2,690002,
b_50187,0,6,0,0,SOUTHRIDGE VIA SE 5TH,57167,180.0.1,718210,
a_49411,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689168,
a_49330,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689169,
a_49411,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689160,
a_49330,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689161,
a_49329,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689162,
a_49412,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689163,
a_49411,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689164,
a_49330,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689165,
a_49329,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689166,
a_49412,0,3,0,0,VALLEY WEST MALL,56278,178.0.1,689167,
a_49453,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690320,
a_49452,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690321,
a_49454,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690322,
a_49451,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690323,
a_49456,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690324,
a_49453,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690325,
a_49454,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690326,
a_49454,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690327,
a_49451,0,6,0,1,DART CENTRAL STATION VIA SE 5TH,56329,178.0.1,690328,
a_49451,0,6,0,1,DART CENTRAL STATION VIA SE 14TH,56330,178.0.1,690329,
b_50069,0,17,0,1,DART CENTRAL STATION,57112,180.0.1,714992,
a_49485,0,72,0,1,VALLEY WEST MALL,56373,178.0.3,690819,
b_50069,0,17,0,1,DART CENTRAL STATION,57112,180.0.1,714994,
b_50065,0,17,0,1,DART CENTRAL STATION,57112,180.0.1,714995,
b_50069,0,17,0,1,DART CENTRAL STATION,57112,180.0.1,714996,
b_50018,0,96,0,1,EP TRUE EXPRESS,57241,180.0.1,718919,
b_50161,0,5,0,1,DART CENTRAL STATION,57149,180.0.1,717923,
b_50026,0,15,0,0,PARK FAIR MALL,57064,180.2.1,714104,
b_50071,0,17,0,1,DART CENTRAL STATION,57110,180.0.2,715033,
a_49350,0,15,0,1,DART CENTRAL STATION,56205,178.0.1,688163,
a_49350,0,15,0,1,DART CENTRAL STATION,56201,178.0.1,688162,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.0.1,688161,
a_49353,0,15,0,1,DART CENTRAL STATION,56203,178.142.1,688167,
b_50191,0,7,0,1,DART CENTRAL STATION,57194,180.0.2,718664,
a_49354,0,15,0,1,DART CENTRAL STATION,56203,178.142.1,688164,
b_50087,0,60,0,0,INGERSOLL/UNIVERSITY,57170,180.0.3,718467,
b_50020,0,96,0,1,EP TRUE EXPRESS,57242,180.0.1,718917,
a_49463,0,60,0,1,UNIVERSITY/INGERSOLL,56344,178.0.1,690469,
a_49350,0,16,0,0,MERLE HAY MALL,56223,178.142.1,688765,
b_49933,0,15,0,0,PARK FAIR MALL,57064,180.0.3,714197,
b_50071,0,17,0,1,DART CENTRAL STATION,57110,180.0.2,715037,
b_50191,0,7,0,0,SOUTHRIDGE MALL,57190,180.0.2,718646,
